Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),"On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",What is your favorite coffee drink?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
7d9r2P,25-34 years old,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Bright,Very strong,Light,Full caffeine,7.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,1,1,0,0,0,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,
1r2odl,18-24 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Cortado,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Bright,Somewhat strong,Light,Full caffeine,6.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,1,0,0,0,0,Yes,Yes,$6-$8,$8-$10,No,$50-$100,Yes,Male,Some college or associate's degree,White/Caucasian,,Student,,Democrat
J2kvdR,25-34 years old,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,7.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
jB9APx,25-34 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,1,0,0,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Democrat
DVv6kZ,18-24 years old,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Mocha,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bright,Medium,Dark,Full caffeine,2.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,1,0,0,0,0,Yes,No,$6-$8,$4-$6,No,Less than $20,No,Male,Some college or associate's degree,Hispanic/Latino,,Employed part-time,,Democrat
xdN8Ok,25-34 years old,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,Latte,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Caramalized,Somewhat light,Medium,Half caff,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,0,0,1,0,0,Yes,Yes,$6-$8,$8-$10,Yes,Less than $20,Yes,Female,Master's degree,White/Caucasian,,Employed full-time,,Democrat
NAB1qO,35-44 years old,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Latte,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,1,1,1,0,0,Yes,No,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
GrBA9Z,35-44 years old,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Fruity,Very strong,Light,Full caffeine,8.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,1,0,0,0,0,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Non-binary,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
bl4Qdg,25-34 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,7.0,1.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$10-$15,$10-$15,No,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
5dqPZo,25-34 years old,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Floral,Medium,Light,Full caffeine,8.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,1,1,0,0,0,Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Democrat
J2kEyz,35-44 years old,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Cappuccino,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Full caffeine,9.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,3.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,1,1,1,0,0,Yes,Yes,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
jB98j9,25-34 years old,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Medium,Full caffeine,6.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,1,0,1,0,0,Yes,Yes,$8-$10,$6-$8,Yes,"More than $1,000",Yes,Female,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
DVv67R,35-44 years old,4,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Pourover,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Bright,Somewhat strong,Light,Full caffeine,6.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,1,0,0,1,0,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
QABlV8,35-44 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,2.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,1,1,1,1,0,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Non-binary,Master's degree,Other (please specify),Asian/white biracial ,Employed full-time,,No affiliation
LdMLpj,25-34 years old,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Very strong,Light,Full caffeine,7.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,1,0,1,0,0,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
42NVrX,25-34 years old,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Medium,Full caffeine,7.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,1,1,0,0,0,Yes,Yes,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,1,Republican
VZ1OpM,18-24 years old,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Other,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Full caffeine,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,1,1,1,0,0,Yes,Yes,$4-$6,$6-$8,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,,Student,,Independent
42NlWr,18-24 years old,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,Latte,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Sweet,Medium,Medium,Full caffeine,5.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,1,1,0,0,0,Yes,No,$10-$15,$6-$8,Yes,$20-$50,Yes,Female,Bachelor's degree,Asian/Pacific Islander,,Student,,Democrat
KMBKV8,25-34 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Very strong,Light,Full caffeine,4.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,1,0,1,0,0,Yes,Yes,$4-$6,$4-$6,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
aBrq6q,18-24 years old,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,Sweet,Medium,Light,Full caffeine,7.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,1,1,1,0,0,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
oAVLeP,35-44 years old,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Light,Full caffeine,5.0,1.0,5.0,1.0,4.0,4.0,,3.0,,5.0,4.0,4.0,,Coffee C,Coffee A,Coffee C,,,1,1,1,1,1,,,,,,,,,,,,,,
YZzlPW,25-34 years old,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Latte,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,3.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,1,0,1,0,0,Yes,No,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
zKQ5jM,25-34 years old,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Cortado,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Nutty,Somewhat strong,Dark,Full caffeine,7.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,1,1,1,1,1,Yes,No,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
XeBPJY,35-44 years old,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,Iced coffee,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,1,1,1,0,0,Yes,No,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Some college or associate's degree,Hispanic/Latino,,Employed full-time,,No affiliation
kYRB61,25-34 years old,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Iced coffee,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,1,1,1,0,0,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
zKQ5y0,35-44 years old,3,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,Espresso,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Dark,Full caffeine,7.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,1,0,0,0,0,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation
RzBy5d,25-34 years old,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Caramalized,Medium,Medium,Half caff,3.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,1,1,1,0,0,Yes,No,$8-$10,$6-$8,Yes,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,,Employed part-time,,Independent
ZdRrNy,25-34 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Light,Full caffeine,6.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$4-$6,$4-$6,Yes,$500-$1000,Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Republican
6dQE7B,25-34 years old,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Espresso,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Medium,Full caffeine,4.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,1,1,1,0,0,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
0EjRey,25-34 years old,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cappuccino,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Nutty,Medium,Medium,Full caffeine,5.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,1,1,1,0,0,Yes,No,$4-$6,$6-$8,No,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
QABlDp,25-34 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Iced coffee,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,Chocolatey,Somewhat light,Light,Full caffeine,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,1,1,1,0,0,Yes,No,$4-$6,$6-$8,Yes,Less than $20,No,Female,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
24xGB9,18-24 years old,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,Espresso,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,1,1,0,0,0,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,,Student,,No affiliation
EPb7QX,45-54 years old,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,8.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,1,0,1,0,0,Yes,Yes,$8-$10,$15-$20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Democrat
qbE1AY,<18 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Juicy,Medium,Light,Full caffeine,3.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,1,1,1,0,0,Yes,Yes,$4-$6,$6-$8,Yes,$300-$500,Yes,Male,Less than high school,White/Caucasian,,Student,,Republican
RzByD9,55-64 years old,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Full Bodied,Medium,Medium,Full caffeine,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,1,1,0,0,0,Yes,Yes,$4-$6,$4-$6,Yes,$20-$50,No,Male,Master's degree,White/Caucasian,,Retired,,Democrat
42NVQY,45-54 years old,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Latte,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Fruity,Somewhat light,Light,Full caffeine,9.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,1,0,0,1,0,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat
EPb7XX,25-34 years old,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Cortado,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Full Bodied,Somewhat strong,Medium,Half caff,7.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,1,0,0,0,0,Yes,Yes,$6-$8,$10-$15,Yes,$100-$300,Yes,Non-binary,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation
Albe2z,25-34 years old,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Americano,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Caramalized,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,1,1,1,0,0,Yes,Yes,$8-$10,$15-$20,No,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
PABJ9V,45-54 years old,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Light,Full caffeine,4.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,1,1,0,0,0,Yes,Yes,$8-$10,$15-$20,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent
rlrM5R,18-24 years old,More than 4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Regular drip coffee,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Medium,Light,Full caffeine,7.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,1,0,1,0,0,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Non-binary,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
kYR8Pj,25-34 years old,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,Pourover,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fruity,Somewhat strong,Nordic,Full caffeine,8.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,1,0,1,0,0,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Master's degree,White/Caucasian,,Employed full-time,,Democrat
J2kvqK,18-24 years old,Less than 1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Other,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Caramalized,Somewhat strong,Medium,Full caffeine,4.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,5.0,3.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,1,1,0,0,0,No,No,$6-$8,$6-$8,No,$20-$50,Yes,Female,High school graduate,Asian/Pacific Islander,,Student,,Democrat
